objectid,filename,title,date,director,cast,genre,synopsis,format
coll061,61.jpg,The Janitor,2014,Mike Tuviera,"Dennis Trillo, Derek Ramsay, Richard Gomez, LJ Reyes, Ricky Davao, Irma Adlawan, Raymond Bagatsing, Alex Medina, Jerald Napoles, and Nicco Manalo",Action; Thriller,"Telling the story of Crisanto Espina, a former police officer who was dishonorably discharged after making a tragic error, The Janitor unravels the discovery that will eventually cause him to doubt the true meaning of justice. Crisanto, who teaches security guard training at the moment, has been given the duty of finding the perpetrators of the robbery and murder that took place at a bank in Laguna. ",image/jpeg
coll062,62.jpg,Kasal ,2014,Joselito Altarejos,"Arnold Reyes, Oliver Aquino, Rita Avila, Sue Prado, and Ron Cieno",Romance,"Sherwin, a lawyer, and Paolo, a filmmaker, have spent three years together. Their first year together was blissful, but in the second year, Paolo cheats on Sherwin. Their relationship nearly ended due to the infidelity. However, the pair has made a concerted effort to mend bridges and has made the decision to get back together. When Sherwin recalls their pain from the betrayal during one wedding, an argument breaks out and past hurts and betrayals are brought up. ",image/jpeg
coll063,63.jpg,1st Ko Si 3rd,2014,Real Florido,"Nova Villa, Freddie Webb, Dante Rivero, Charee Pineda, RJ Agustin, and Ruby Ruiz",Romantic comedy,"Cory, 65, recently retired and wonders whether this is the life she was designed for, is not used to just spending her days with her husband Alejandro in silence. Cory then suddenly runs across her first love, Third. Despite the fact that they never went on a first date, she cannot forget him. When Third asks Cory out, her life suddenly becomes more vibrant and fascinating -- leading her to discover whether ""first love never dies"". ",image/jpeg
coll064,64.jpg,Bwaya,2014,Francis Xavier Pasion,"Angeli Bayani, Karl Medina, and RS Francisco",Drama,Buwaya is based on a real-life story of a crocodile attack and the death of a 12-year-old girl in Agusan del Sur's marshlands in 2009. The Manobos adhered to their custom of protecting the environment for a long time and practiced giving sacrifices to the spirits and the crocodiles that reside nearby. The first time a crocodile has ever attacked a human changed the harmonious co-existence of the community. ,image/jpeg
coll065,65.jpg,Children's Show,2014,Derick Cabrido,"Allen Dizon, Gloria Sevilla, Miggs Cuaderno, Buboy Villar, and Nathan Lopez",Drama,"Inspired by a TV documentary created by the same filmmaker, it follows the story of the fraternal twin brothers Al and Jun who support themselves by working odd jobs as their grandmother raises them despite their terrible poverty and living conditions. The film is based on a true tale of teenagers between the ages of 13 and 15 who were taken advantage of by a strong syndicate running a betting game including underground fights. The main characters of the film participate in covert fistfighting contests because they are in desperate need of extra cash. Suddenly, the abrupt reappearance of their estranged father completely changes the situation as the brothers struggle to succeed.",image/jpeg
coll066,66.jpg,Dagitab,2014,Giancarlo Abrahan V,"Eula Valdez, Noni Buencamino, and Martin del Rosario",Romantic drama,"Jimmy and Issey Tolentino, who have been married for over 20 years, are about to separate. Issey, a talented young professor, goes on a retreat to Laguna to teach aspiring authors in a workshop during summer. She becomes interested in young writer Gab, who is also enrolled at the University of the Philippines. Professor of Philippine studies Jimmy, on the other hand, runs after a god that is the focus of his investigation after mistaking it for the spirit of a former love interest. The campus is where the three people's lives become connected.",image/jpeg
coll067,67.jpg,"K'na, The Dreamweaver",2014,Ida Anita del Mundo,"Mara Lopez, RK Bagatsing, Alex Medina, Noni Buencamino, and Bembol Roco",Romantic drama,"In the South Cotabato mountains, above the ethereal Lake Sebu, where the T'boli people reside, K'na is a young woman who is a member of the royal family of the lake's South bank. K'na receives training in the T'bolit'nalak weaving craft at an early age. K'na's grandmother, Be Lamfey, is the only master dream weaver in the community. When she passes away, K'na inherits the ability to weave dreams, and her father, LobongDitan, decides to finally put a stop to the feuding clans of Lake Sebu by setting up a marriage between K'na and Kagis, the heir to the throne of North bank. ",image/jpeg
coll068,68.jpg,Mariquina,2014,Milo Sogueco,"Mylene Dizon, Ricky Davao, Barbie Forteza, Bing Pimentel, Che Ramos, and Dennis Padilla",Drama,"Mariquina is the bittersweet story of Imelda Guevarra, a successful businesswoman who was raised by her emotionally distant father, Romeo. He is a previously famous shoemaker who lost both his shoe factory and his wife. When Imelda learns of her father's death, she begins making funeral arrangements. Her pursuit for the last ideal pair of shoes acts as a catalyst, causing past scars -- such as their complex father-daughter relationship and the shoemaking industry in Marikina -- to resurface.",image/jpeg
coll069,69.jpg,Ronda,2014,Nick Olanka,"Ai-Ai de las Alas, Julian Trono, Carlo Aquino, Mon Confiado, Carlos Morales and Cogie Domingo",Drama,"This film features the story of Paloma, a police officer who monitors the streets every night, and is burdened by the fact that her son Leo has been gone for two days.  Her daily struggles are shown as she interacts with crooks who roam the night and characters that put her beliefs to the test. She is pulled between the realities of her job as a law enforcer and being a mother to her son. ",image/jpeg
coll070,70.jpg,Separados,2014,GB Sampedro,"Erik Santos, Alfred Vargas, Jason Abalos, Ricky Davao, Anjo Yllana, Victor Neri, Ritz Azul, Melissa Mendez, and Patricia Javier",Drama,"Separados depicts the narrative of six men who attend a wedding and attentively listen to the priest preach about the sacredness of marriage and matrimony. Unfortunately, these six men are separated, in the process of separation, or intending to split from their wives.",image/jpeg
coll071,71.jpg,Sundalong Kanin,2014,Janice O'Hara,"Marc Abaya, Art Acuña, Enzo Pineda, Paolo O'Hara, Che Ramos, Ian de Leon, Via Veloso, Isaac Aguirre, Elijah Canlas, Akira Morishita, Angelo Martinez, and Nathaniel Britt",Period drama,"In 1941, alliances are formed between countries and innocent people are being killed due to the war. However, residents of San Nicolas, a small town in the Philippines are not aware of this.Life is still easy for Nitoy, Benny, Carding, and Badong, a group of young boys who live in San Nicolas. They had no idea that things were going to change when Japan destroyed Pearl Harbor in December 1941, and the Philippines became a part of the war due to being a US colony at the time. Nitoy and his friends have decided to enlist in the United States Armed Forces of the Far East (USAFFE) and serve their country as soldiers.",image/jpeg
coll072,72.jpg,#Y,2014,Gino Santos,"Elmo Magalona, Coleen Garcia, Sophie Albert, Kit Thompson, Slater Young, and Chynna Ortaleza",Teen drama,"#Y follows the story of a college student, Miles, who appears to be leading a typical life. However, when he intended to commit suicide, a phone call from his best friend informing him of her latest misadventure turns the attempt unsuccessful. As Miles goes through the process of building his life again for the better, the film explores the exploits of members of a generation brought together by social media, the internet, sex, drugs, and alcohol. ",image/jpeg
coll073,73.jpg,Taklub,2015,Brillante Mendoza,"Nora Aunor, Julio Diaz, Lou Veloso and Aaron Rivera",Drama,"Taklub is the story of Bebeth, Larry, and Erwin — whose lives interweave after the super typhoon Yolanda devastate the city of Tacloban. This tragedy leaves survivors to hunt for their dead while maintaining their sense of humanity and defending the faith and hopes they have for a better outcome in the midst of the ravaging.",image/jpeg
coll074,74.jpg,Ang Bagong Pamilya ni Ponching,2016,Inna Miren Salazar;  Dos Ocampo,"Janus del Prado, Ketchup Eusebio, Odette Khan, Lollie Mara and Jojo Alejar",Dramedy,"Ponching, a naive and religious text scammer, unwittingly defraud a wealthy family. He was influenced by his best friend. Elmerson, participate in several frauds for easy money. Elmerson resorts to text scamming because ""business is slow,"" and Ponching joins in. Ponching's text message, by chance, fools a wealthy family into believing he is the estranged son of a deceased relative who has left a significant inheritance. Throughout the film, Ponching experiences guilt and confusion on whether to continue living a lie. ",image/jpeg
coll075,75.jpg,Dagsin,2016,Atom Magadia,"Tommy Abuel, Lotlot de Leon, Benjamin Alvesand Janine Gutierrez",Drama; Suspense,"Justino became an atheist after surviving World War II, the Death March, and multiple assassination attempts. However, in the aftermath of his wife's death, a part of him longs to believe in life after death simply to be with his beloved Corazon again. Justino searches through her personal belongings, looking for pieces of her he can still grasp onto. Mercy, his adopted daughter, discovers a box containing Corazon's diaries, which he devours seeking insight into their past. A distinguished judge during the Martial Law era, Justino surrendered his morality in exchange for his wife's protection. As a result, his guilt is tormenting him.",image/jpeg
coll076,76.jpg,Hiblang Abo,2016,Ralston Jover,"Lou Veloso, Jun Urbano, Leo Rialp and Nanding Josef",Drama,"The film tells the repressed recollections and countless battles of four men in their final years who are confined in a home for the elderly. Huse is the most optimistic among the bunch, and he recalls the instances of treasured friendships founded on trust and faith. However, at the most inopportune moment between bliss and doom, tragedy strikes; causing all of his companions to succumb to insanity, a horrible act, and do the forbidden act of stopping mortality.",image/jpeg
coll077,77.jpg,I America,2016,Ivan Andrew Payawal,"Bela Padilla, Rob Rownd, Matt Evans, Thou Reyes and Sheena Ramos",Dramedy,"The departure of the U.S Navy from Subic, Olongapo, Philippines in 1992 resulted in a significant number of fatherless children. Erica Berry is a member of the Amerasian demographic, characterized by a mixed heritage of Asian/Filipino and American ancestry. She navigates the complexities of her environment, as she maintains communication with her father, John Berry, whilst pursuing a career in modeling within the city of Manila. Her father invites her to reside with him in the United States. However, during her trip to process her passport, Erica found out her birth certificate which displays a different name. Erica chose to conceal the truth from her supposed father, experiencing emotional distress and new discoveries in the essence of familial relationships.",image/jpeg
coll078,78.jpg,Kusina,2016,David Corpuz; Cenon Palomares,"Judy Ann Santos, Gloria Sevilla, Joem Bascon and Luis Alandy",Drama,"Kusina follows the life and romantic experiences of Juanita, from her birth to her passing, with the kitchen serving as the witness and spectator. Serving as a sanctuary for the Juanita, the kitchen provides culinary creations that are crafted for a variety of recipients including family, acquaintances, and even those with whom she may have a contentious relationship or no prior acquaintance. By means of culinary activities, she acquaints herself with people in her life and shows discloses her own identity to them.",image/jpeg
coll079,79.jpg,Lando at Bugoy,2016,"Vic Acedillo, Jr.","Allen Dizon, Gold Azeron, Roger Gonzales and Rachel Anne Rosello",Drama,"The film takes place in Camiguin Island, Mindanao, and revolves around Lando, a 40-year-old artisan who specializes in crafting gravestones, and his adolescent son, Bugoy, who is 15 years old. The high school principal summoned both individuals due to Bugoy's absence in his classes. In a state of urgency and worry, Lando employs various tactics in an attempt to convince his son to attend educational institutions. Through conflicts experienced between the father and his son, an unforeseen occurrence alters the course of events significantly.",image/jpeg
coll080,80.jpg,Mercury Is Mine,2016,Jason Paul Laxamana,"Pokwang, Bret Jackson, Vincent de Jesusand Lee O'Brian",Dramedy,"Carmen owns a Kapampangan eatery at the foot of Mt. Arayat. However, customers are not that many despite the fact that there are numerous tourists. She was on the verge of permanently closing her business, until an enigmatic American boy, Mercury, unexpectedly arrived during the nocturnal hours. Mercury begged for employment as a waiter, offering nothing but temporary lodging in return. Upon observing an increase in customer patronage due to Mercury's charm, she continues her eatery and dedicates a significant amount of time teaching Mercury to prepare Kapampangan cuisine. Subsequently, individuals commenced presenting Mercury with greater prospects. Carmen, on the other hand, provides Mercury with attentive care and prevents him from leaving -- even to the point of using Mercury's dark past to her advantage. ",image/jpeg
coll081,81.jpg,Pamilya Ordinaryo,2016,"Eduardo Roy, Jr.","Ronwaldo Martin, Hasmine Killip and Maria Isabel Lopez",Drama,"Pamilya Ordinaryo is a  representation of a family comprising Jane, a 16-year-old girl, and her partner, Aries, who reside independently amidst the chaos in Manila's streets. Together, their mode of survival is pickpocketing. However, this is disrupted when they unexpectedly assume the role of teenage parents. Within a month of becoming parents, their offspring was abducted from them. The young couple is now compelled to resort to extreme measures to get their child back.",image/jpeg
coll082,82.jpg,Tuos,2016,Derick Cabrido,Nora Aunor and Barbie Forteza,Drama,"Pinailog resides in a rural community situated in the mountainous region of Antique. Pinailog is a remarkable individual, designated as the ""Binukot"" or ""kept Maiden"" of her village due to her exceptional beauty, which was recognized during her youth as the most outstanding among the women in her community. Pinailog has been restricted from venturing outdoors or engaging in agricultural activities, resulting in her prolonged confinement within her residence. However, as the world advances into the contemporary times, the existence of the 'binukot' gradually declines. The concept of being selected or designated is no longer appealing, especially for the 15-year-old granddaughter of Pinailog, Duwokan.",image/jpeg
coll083,83.jpg,Baconaua,2017,Joseph Israel Laban,"Elora Españo, Therese Malvar, JM Salvado and Bembol Roco",Coming-of-age drama,"Following an intense squall, a remote fishing village situated on a diminutive island in Southern Tagalog is greeted with a remarkable spectacle - their marine environment has transmuted into a red hue, and an abundance of apples are wandering on the surface of their waters, with the source of this occurrence remaining unknown. The baconaua, a mythical creature, is perceived by some as a negative omen. Some individuals perceive it as a divine intervention, whereas others have concerns regarding its potentially frightening origins.  It was perceived as a trivial diversion by Divina, a young resident of the province, who is contemplating the possibility of obtaining a legal declaration of the death for her father, who has been missing at sea for a period of three months. ",image/jpeg
coll084,84.jpg,Bagahe,2017,Zig Dulay,Angeli Bayani,Social drama,"The story of BAGAHE revolves around Mercy Agbunag, an OFW who is on her way home to the Philippines. Upon Mercy's return and her family's celebration, NBI agents arrived at the residence and requested her presence for questioning. Mercy is suspected to be involved in a case concerning the discovery of an infant in the trash bin of an airplane ticket.  The story unfolds her experiences in different institutions, such as the police, media, church, and bureaucrats. Eventually, the complete account of a mother who experienced abuse, and the actions taken by her country to provide care for her are tackled.",image/jpeg
coll085,85.jpg,Ang Guro Kong 'Di Marunong Magbasa,2017,Perry Escaño,"Alfred Vargas, Mon Confiado, James Blanco, Miggs Cuaderno, Micko Laurente and Marc Justine Alvarez",Action; Drama,"Volunteer teachers exhibit worry about conducting classes in remote vicinities of the province due to the persisting conflict between the rebels and the armed forces located in the southwestern region of Mindanao, . This incites the young farmer Aaquil to undertake the role of a teacher within their local community. However, Aaquil's pupils remain oblivious to the fact that their teacher is unable to read or write. On a certain day, Aaquil departs for the city and does not successfully make his way back. This causes his students, a few of whom have lost their parents due to the conflict, to resolve and pledge their allegiance to a rebel group. ",image/jpeg
coll086,86.jpg,Kiko Boksingero,2017,Thop Nazareno,"Noel Comia, Jr., Yayo Aguila and Yul Servo",Family drama,"Following the recent passing of his mother, 11-year-old Kiko was entrusted to the care of his nanny, Diday. Kiko yearns for familial connection and re-establishes contact with his estranged father, George, a former boxer whose career has declined.  The father and son were able to strengthen their relationship by engaging in the sport of boxing, which served as a unifying passion in the midst of lost time. ",image/jpeg
coll087,87.jpg,Nabubulok,2017,Sonny Calvento,"Gina Alajar, JC Santos, Billy Ray Gallion and Jameson Blake",Crime; Drama,"A woman goes missing. But there are many eyes in a small town. Blood covered bed sheets, secret lovers, distressed sons, an irate husband, and a pervading smell of decay soon come to the surface, pushing a townspeople poised to celebrate a fiesta to grapple with a crime committed against one of their own.",image/jpeg
coll088,88.jpg,Ang Pamilyang Hindi Lumuluha,2017,Mes de Guzman,Sharon Cuneta,Black comedy,A lonesome alcoholic woman attempts to fulfill a local legend about the Family That Doesn't Weep with the help of her nanny and her nanny's uncle in the hopes of reuniting her own estranged family.,image/jpeg
coll089,89.jpg,Requited,2017,Nerissa Picadizo,Jake Cuenca and Anna Luna,Drama,A disease-stricken biker wants to conquer a treacherous terrain on one final adventure that pitted him against nature and the woman he desires.,image/jpeg
coll090,90.jpg,Respeto,2017,Treb Monteras II,"Abra, Dido de la Paz and Loonie",Drama; Music,An aspiring young rapper strikes up an unexpected friendship with an elderly bookstore owner who has a dark past of his own.,image/jpeg
coll091,91.jpg,Sa Gabing Nanahimik ang mga Kuliglig,2017,Iar Arondaing,Angel Aquino and Jake Macapagal,Social drama,Father Romi and altar boy Nonoy find themselves in a predicament after Magda confesses that she has committed murder after she found out that her husband and her friend have an adulterous relationship.,image/jpeg
coll092,92.jpg,Distance,2018,Perci Intalan,"Iza Calzado, Nonie Buencamino and Therese Malvar",Family drama,"Liza returns to the family she abandoned five years ago, and suddenly everyone is struggling. Struggling to stay civil. Struggling not to reopen old wounds. Struggling to stay together, although a secret from the past will always keep them apart.",image/jpeg
coll093,93.jpg,Kung Paano Hinihintay ang Dapithapon†,2018,Carlo Enciso Catu,"Dante Rivero, Menggie Cobarrubiasand Perla Bautista",Drama,"An old unmarried couple broke the monotony of their daily lives when the woman’s estranged husband reached out to them, seeking reconciliation and forgiveness.",image/jpeg
coll094,94.jpg,Kuya Wes,2018,James Robin Mayo,Ogie Alcasid and Ina Raymundo,Comedy; Drama,"Kuya Wes, a timid remittance clerk, feels like he does not exist, except when he is working at the remittance center. He is mostly ignored by his younger brother Raf and his family. His days are only brightened when his customer Erika comes in every month. One day, his life changes as Erika’s overseas husband leaves her. Wes decides to help her from his own pocket. His “relationship” with Erika and his friction with Raf starts to change him.",image/jpeg
coll095,95.jpg,Liway,2018,Kip Oebanda,Glaiza de Castro and Dominic Roco,Period drama,The true story of a young mother who uses story-telling to protect her child from the reality of growing up in prison and the difficult life she endured. The true story of a young mother who uses story-telling to protect her child from the reality of growing up in prison and the difficult life she endured.,image/jpeg
coll096,96.jpg,The Lookout,2018,Afi Africa,"Andres Vasquez, Yayo Aguila, Jay Garcia and Elle Ramirez",Action; Thriller,"It tells the story of “Lester” Quiambao, a gay hired killer, who was abused as a child. This led him into his crime-riddled adult life. His criminal life also affected his relationships with everyone around him – from his mother, his sister, his mentor, his boss, and eventually the man he loves.",image/jpeg
coll097,97.jpg,Mamang,2018,Denise O'Hara,Celeste Legaspi and Ketchup Eusebio,Drama,"An old woman's struggle against the senility of old age so she can be with her only son, Ferdie; however the more she struggles, the more her condition worsens until her memories literally starts coming back and she finds herself reliving a life filled with pain and loss which she must confront again.",image/jpeg
coll098,98.jpg,ML,2018,"Benedict Mique, Jr.",Eddie Garcia and Tony Labrusca,Thriller,"A college student, his girlfriend and his best friend get more than they bargained for when they decide to learn about the dark days of martial law from a retired soldier, who may be one of its worst abusers.",image/jpeg
coll099,99.jpg,Musmos na Sumibol sa Gubat ng Digma,2018,Iar Arondaing,"Junayka Sigrid Santarin, JM Salvado and Star Orjaliza",Social drama,"A coming-of-age tale about a twelve-year-old Muslim girl named Eshal in Marawi is set amid an age-old culture of inter-familial dispute. Rido, as it is called, is characterized by a series of violent and fatal retaliation to avenge a reproach or injustice-real or imaginary-among disputing clans, crossing generations.",image/jpeg
coll100,100.jpg,Pan de Salawal,2018,Che Espiritu,Bodjie Pascua and Miel Espinosa,Family comedy,"A special little homeless girl travels about the Philippines curing the afflicted with her mysterious healing powers, until one day she befriends a sick old man who for some perplexing reason she is unable to cure. The unlikely pair are drawn to each other and their lives are forever changed by their unique friendship and magical journey together.",image/jpeg
coll101,101.jpg,School Service,2018,Louie Ignacio,Ai-Ai delas Alas and Joel Lamangan,Drama; Thriller,"Maya was walking home in her province when the service stops beside her and offers her to hitch. She innocently takes the ride to reach home faster. To Maya’s horror, the service did not stop at her place. She soon realizes she has been taken, along with the other kids who are inside the crammed school service. Soon, Maya finds herself hours and hours away from home, in an unfamiliar land -Manila. By dusk, the children are dropped off along the national highway to work by begging for alms. Forced to struggle with the harsh conditions of street life, Maya continues to hope for her dreams and chase for her freedom that may never happen.",image/jpeg
coll102,102.jpg,Ani (The Harvest),2019,Kim Zuniga; Sandro Del Rosario,"Zyren de la Cruz, Ricky Davao, Miguel Valdes, Marc Felix, Anna Luna, and JM Canlas",Family drama; Fantasy,"A newly orphaned boy moves to a farm to live with his estranged grandfather. When Mauricio falls ill and as the crops in their farm seem to fall ill with him, Mithi embarks on a quest with his malfunctioning robot to search for magical grains that he believes will save the old man's life.",image/jpeg
coll103,103.jpg,Belle Douleur (A Beautiful Pain),2019,Atty. Joji V. Alonso,"Mylene Dizon, Kit Thompson, Marlon Rivera, Jenny Jamora, and Hannah Ledesma",Romance; Drama,"Elizabeth, a self-made woman in her late 40s, is bent on living on her own for the rest of her days. After her mother passes from years of suffering from a lingering illness, she meets Jon, a man 20 years her junior, who convinces her that love knows no age and that there are no limits to life’s starts. They embark on a May-December affair that is very promising, until Liz realizes that Jon has dreams that she cannot be part of.",image/jpeg
coll104,104.jpg,Children of the River,2019,Maricel Cariaga,"Noel Comia Jr., Ricky Oriarte, Dave Justin Francis, Junyka Santarin, JR Custodio, and Juancho Triviño",Social drama,"A young boy and his three friends are trying to live a normal life, battling their own demons and taking care of their respective families while their fathers are away. Until one day, the phone call that they look forward to everyday, finally never came.",image/jpeg
coll105,105.jpg,Edward,2019,Thop Nazareno,"Louise Abuel, Dido dela Paz, Elijah Canlas, Manuel Chua, and Ella Cruz",Social drama; Comedy,"A public hospital serves as a witness to a young boy’s rite of passage when he is stuck to take care of his ailing father. Caught in a place where life itself is in limbo, the boy treats the hospital grounds as his playground, not knowing that it will be his source of liberation in the end.",image/jpeg
coll106,106.jpg,Fuccbois,2019,"Eduardo Roy, Jr.","Royce Cabrera, Kokoy de Santos, and Ricky Davao",Social drama; Thriller,"Ace Policarpio and Miko Ramos are Instagram celebrities who want to become actors. They both work as models for gay bars, entering the bars' bikini pageants.",image/jpeg
coll107,107.jpg,Iska,2019,Theodore Boborol,"Ruby Ruiz, Soliman Cruz, Ricky Rivero, Jonic Magno, Jomari Angeles, and RK Bagatsing",Social drama,A loving but impoverished grandmother of an autistic child tragicomically loses everything and turns into someone society reckons her to be. A loving but impoverished grandmother of an autistic child tragicomically loses everything and turns into someone society reckons her to be.,image/jpeg
coll108,108.jpg,John Denver Trending,2019,Arden Rod Condez,"Jansen Magpusao, Meryll Soriano, Glenn Mas, Sammy Rubido, Vince Philip Alegre, and Jofranz Ambubuyog",Social drama,A 14-year-old farm boy's life is suddenly upended when a video of him brutally attacking a classmate goes viral.,image/jpeg
coll109,109.jpg,Malamaya (The Color of Ash),2019,Danica Sta. Lucia; Leilani Chavez,"Sunshine Cruz, Enzo Pineda, Raymond Bagatsing, and Bernadette Allyson",Romance; Drama,"A coming-of-old age story of Nora Simeon, a middle-aged single visual artist who is beginning to feel passé. As she recaptures her prime, she finds spark with Migs, an aspiring photographer who reignites forgotten passions and elicits bursts of inspiration.",image/jpeg
coll110,110.jpg,Pandanggo sa Hukay,2019,Sheryl Rose Andes,"Iza Calzado, Ybes Bagadiong, Acey Aguilar, Diva Montelaba, Charlie Dizon, and Star Orjaliza",Social drama; Thriller,"Elena is a single mom working as a midwife in Ternate, Cavite. Left with no choice, she ships out her son to the province to be taken care of by her mother so that she may apply for a job abroad and earn more to support her seven-year-old son.",image/jpeg
coll111,111.jpg,Tabon,2019,Alexander Xian Cruz Lim Uy,"Christopher Roxas, Ynna Asistio, Dexter Doria, Bapbap Reyes, Menggie Cobarrubias, Leon Miguel, Benjie Felipe, Lao Rodriguez, and Richard Manabat",Social drama; Thriller,A man's belief in reality is tested when suspects are accused of a crime they believe to not have committed. A man's belief in reality is tested when suspects are accused of a crime they believe to not have committed.,image/jpeg
coll112,112.jpg,Ang Damgo ni Eleuteria Kirschbaum,2010,Remton Zuasola,"Donna Gimeno, Suzette Ranillo, Alex Uypuanco",Drama,"Eleuteria Duhaylungsod who married German national Hans Kirschbaum not for love, but because she “just really got fed up with the hardship in the Philippines.” Eleuteria sees Hans as her “would-be savior from a life that has nowhere to go but poverty.”",image/jpeg
coll113,113.jpg,Astro Mayabang,2010,Jason Paul Laxamana,"Arron Villaflor, Megan Young, John Lapus, Marco Morales",Comedy,"Astro is Filipino and he is proud of it. He flaunts it through his clothes, accessories, and collections of CDs, posters, and post cards of the Filipino achievers he idolizes. He comes across Dawn, a Filipino-American girl, who befriends him in hopes of learning more about her Filipino heritage. Astro teaches her the side of the Philippines he knows well and prefers.",image/jpeg
coll114,114.jpg,Dagim,2010,Joaquin Pedro Valdes,"Marc Abaya, Luis Alandy, Bembol Roco",Horror,"The brothers, Jun and Diego embark on a quest to find their father. Their journey leads them to a mountain town where they meet the beautiful Lila and her brother, the charismatic Pido. Pido is a gracious host, introducing the brothers to the ways of the tribe, where members live a simple existence of brotherhood and equality, far from the corruption and greed that rule “civilization”. Jun is enamored by the possibility of living in Panimdim, little suspecting that the tribesmen’s pacifistic exteriors belie a terrible secret.",image/jpeg
coll115,115.jpg,Ishmael,2010,Richard Somes,"Ronnie Lazaro, Mark Gil, Pen Medina",Action; Drama,"An ex-convict who is ostracized by his neighborhood. Little does he know that this neighborhood he once knew is set to awaken his past. Ishmael decided to come back home to find peace and solitude in a place familiar to him. But his dream of rebuilding his shattered past is shaken when a mysterious innocent girl ends up in his front yard. A powerful religious cult headed by an enigmatic leader known as the Ama, is running the town.",image/jpeg
coll116,116.jpg,Layang Bilanggo,2010,Michael Angelo Dagnalan,"Pen Medina, Miriam Quiambao, Mailes Kanapi",Drama,An aging assassin hides in a facility for abandoned senior citizens to protect a daughter he left years ago.,image/jpeg
coll117,117.jpg,Third World Happy,2010,EJ Salcedo,"Sam Milby, Jodi Sta. Maria",Drama,"Wesley was a Fil-Am and a naturalized citizen when he left Philippines 12 years ago. In America, he aspired to become a painter, revealed that his parents died before he left the country to finish his dreams. Years later, he received a phone call that his loved one died and he was required to visit the wake. There he met his ex-girlfriend, his friends, his aunt and his own older brother will be his guide to give him a shining light and give him the courage to look at the coffin and say his last goodbyes.",image/jpeg
coll118,118.jpg,Tsardyer,2010,Sigfreid Barros-Sanchez,"Dimples Romana, Jhong Hilario",War; Drama; Action,"Loosely based on the kidnapping of a broadcast journalist and her crew, the film shows a 10-year-old Tausug boy used by the Abu Sayyaf group to “charge” the cellphones they use in negotiating for their demands for the release of their captives. Things take a strange turn when the journalist befriends Shihab and earns his trust as Shihab finds himself torn between his loyalty to his Tausug brothers and the bond he has forged with his newfound friend.",image/jpeg
coll119,119.jpg,Anatomiya ng Korupsiyon,2011,Dennis Marasigan,"Maricar Reyes, Sid Lucero",Drama,"A group of government workers: their happy-go-lucky circumstance, failed responsibilities, and reckless work ethic. It delves into the world of a government agency where non-stop discussion of intrigues and personal frailties is the order of the day.",image/jpeg
coll120,120.jpg,Big Boy,2011,Shireen Seno,"Ian Lomongo, Pam Miras",Drama,"A coming-of-age tale about a boy and his family in 1950s Mindoro, Philippines, and how he is groomed into becoming the poster boy for his parent’s home-based business. The film is an experimental portrait of a family amidst change – an experience that will engage audiences in something strange but familiar.",image/jpeg
coll121,121.jpg,Cartas de la Soledad,2011,Gutierrez 'Teng' Mangansakan II,"Perry Dizon, Mayka Lintongan, Alexis Libres",Drama,"Rashid Ali returns to his Maguindanao hometown after studying and working for more than 25 years in Barcelona, Spain. Idealistic, he dreams of using what he learned in Europe to improve the lives of his people. But nothing has changed since he left. Politicians remain corrupt, poverty is widespread, his people desperate.",image/jpeg
coll122,122.jpg,Di Ingon Nato (Not Like Us),2011,Ivan Zaldarriaga; Brandon Relucio,Mercedes Cabral,Horror,"Life in a remote village in the Visayas turns upside down when villagers are stricken by an unknown disease. As the village chief and doctor try to control the situation, they discover that the dead are rising from their graves.",image/jpeg
coll123,123.jpg,Ka Oryang,2011,Sari Dalena,"Alessandra de Rossi, Joem Bascon, Emilio Garcia, Alex Vincent Medina",Drama,A young woman witnesses the beginning of a revolution during the martial-law regime of Ferdinand Marcos.,image/jpeg
coll124,124.jpg,Mga Anino sa Tanghaling Tapat,2011,Ivy Universe Baldoza,"Martha Nikko Comia, Althea Vega",Drama,"Mga Anino sa Tanghaling Tapat takes place over the period of summer. The adolescence of the three girls is told through the mundane rituals of the province: farm work, bathing, washing laundry, processions, and harvest rituals. Through the restless emotions, insecurities, blossoming loves, and conflicts - these young, beautiful and vulnerable girls will undergo an inevitable change through the passing of the summer.",image/jpeg
coll125,125.jpg,My Paranormal Romance,2011,Victor Villanueva,"Phoebe Kaye Fernandez, Van Roxas, Paul Jake Castillo, Publio Briones III",Comedy; Romance,"A girl named Merry Pascual, a typical college girl, who wants to finish her academic studies in the toughest and most respected institutions in the country, Super Hard University. Her life turned when she transferred to a boarding house owned by Miss Edwina. Little did Merry know that Miss Edwina has the power to see spirits from another reality. Until Miss Edwina got caught in an accident, Merry was the successor of Miss Edwina of owning the third eye. Having a third eye wasn’t part of Merry’s plans in life. So she seeks for a paranormal expert who can remove the third eye from her.",image/jpeg
coll126,126.jpg,Sa Ilalim ng Tulay,2011,Earl Bontuyan,"Bong Cabrera, Cris Pasturan",Drama; Comedy,"It is about the story of the eruption of Mt. Pinatubo that made the Aeta tribe to evacuate their homes. And Nonong, saw his cousin named Budak, seemingly having a great life at the city, decided to follow him to the city.",image/jpeg
